Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1001
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1002
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1003
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1004
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1005
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1006
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1007
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1008
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1009
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1010
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1011
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1012
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1013
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1014
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1015
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1016
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1017
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1018
chiselsandbits:block_bit:0, Chiseled Bit - Light Violet Block #1019
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1020
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1021
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1022
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1023
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1024
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1025
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1026
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1027
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1028
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1029
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1030
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1031
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1032
chiselsandbits:block_bit:0, Chiseled Bit - Dark Violet Block #1033
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1034
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1035
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1036
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1037
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1038
chiselsandbits:block_bit:0, Chiseled Bit - Violet Block #1039
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1040
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1041
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1042
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1043
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1044
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1045
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1046
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1047
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1048
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1049
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1050
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1051
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1052
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1053
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1054
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1055
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1056
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1057
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1058
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1059
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1060
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1061
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1062
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1063
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1064
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1065
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1066
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1067
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1068
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1069
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1070
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1071
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1072
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1073
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1074
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1075
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1076
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1077
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1078
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1079
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1080
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1081
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1082
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1083
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1084
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1085
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1086
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1087
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1088
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1089
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1090
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1091
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1092
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1093
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1094
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1095
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1096
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1097
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1098
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1099
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1100
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1101
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1102
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1103
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1104
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1105
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1106
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1107
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1108
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1109
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1110
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1111
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1112
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1113
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1114
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1115
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1116
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1117
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1118
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1119
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1120
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1121
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1122
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1123
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1124
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1125
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1126
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1127
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1128
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1129
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1130
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1131
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1132
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1133
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1134
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1135
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1136
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1137
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1138
chiselsandbits:block_bit:0, Chiseled Bit - Light Magenta Block #1139
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1140
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1141
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1142
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1143
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1144
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1145
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1146
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1147
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1148
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1149
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1150
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1151
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1152
chiselsandbits:block_bit:0, Chiseled Bit - Dark Magenta Block #1153
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1154
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1155
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1156
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1157
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1158
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Block #1159
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1160
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1161
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1162
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1163
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1164
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1165
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1166
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1167
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1168
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1169
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1170
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1171
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1172
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1173
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1174
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1175
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1176
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1177
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1178
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1179
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1180
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1181
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1182
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1183
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1184
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1185
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1186
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1187
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1188
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1189
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1190
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1191
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1192
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1193
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1194
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1195
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1196
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1197
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1198
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1199
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1200
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1201
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1202
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1203
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1204
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1205
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1206
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1207
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1208
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1209
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1210
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1211
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1212
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1213
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1214
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1215
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1216
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1217
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1218
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1219
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1220
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1221
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1222
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1223
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1224
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1225
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1226
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1227
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1228
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1229
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1230
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1231
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1232
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1233
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1234
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1235
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1236
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1237
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1238
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1239
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1240
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1241
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1242
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1243
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1244
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1245
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1246
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1247
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1248
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1249
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1250
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1251
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1252
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1253
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1254
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1255
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1256
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1257
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1258
chiselsandbits:block_bit:0, Chiseled Bit - Light Pink Block #1259
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1260
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1261
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1262
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1263
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1264
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1265
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1266
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1267
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1268
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1269
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1270
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1271
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1272
chiselsandbits:block_bit:0, Chiseled Bit - Dark Pink Block #1273
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1274
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1275
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1276
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1277
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1278
chiselsandbits:block_bit:0, Chiseled Bit - Pink Block #1279
chiselsandbits:block_bit:0, Chiseled Bit - Black Block #1280
chiselsandbits:block_bit:0, Chiseled Bit - Grey Block #1281
chiselsandbits:block_bit:0, Chiseled Bit - Grey Block #1282
chiselsandbits:block_bit:0, Chiseled Bit - Grey Block #1283
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block #1284
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block #1285
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block #1286
chiselsandbits:block_bit:0, Chiseled Bit - White Block #1287
chiselsandbits:block_bit:0, Chiseled Bit - White Block #1288
chiselsandbits:block_bit:0, Chiseled Bit - White Block #1289
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Dark Red Block #0
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Dark Red Block #1
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Dark Red Block #2
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Dark Red Block #3
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Red Block #4
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Red Block #5
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Red Block #6
chiselsandbits:block_bit:0, Chiseled Bit - Transparent Light Red Block #7
